z,a,m,e,half_life
59,126, ,Pr,3.12
59,127, ,Pr,4.2
59,127,M,Pr,0.05
59,128, ,Pr,2.85
59,129, ,Pr,30.0
59,129,M,Pr,0.001
59,130, ,Pr,40.0
59,130,M,Pr,10.0
59,131, ,Pr,90.0
59,131,M,Pr,5.7
59,132, ,Pr,89.399994
59,132,M,Pr,20.0
59,133, ,Pr,390.0
59,134, ,Pr,660.0
59,134,M,Pr,1020.0
59,135, ,Pr,1440.0
59,136, ,Pr,786.0
59,137, ,Pr,4608.0
59,138, ,Pr,87.0
59,138,M,Pr,7632.0
59,139, ,Pr,15876.0
59,140, ,Pr,203.4
59,141, ,Pr,0.0
59,142, ,Pr,68832.0
59,142,M,Pr,876.0
59,143, ,Pr,1.17158e6
59,144, ,Pr,1037.4
59,144,M,Pr,432.00003
59,145, ,Pr,21542.398
59,146, ,Pr,1449.0
59,147, ,Pr,804.0
59,148, ,Pr,137.4
59,148,M,Pr,121.200005
59,149, ,Pr,135.59999
59,150, ,Pr,6.1
59,151, ,Pr,18.9
59,152, ,Pr,3.63
59,153, ,Pr,4.28
59,154, ,Pr,2.3
59,155, ,Pr,1.0
59,156, ,Pr,0.5
59,157, ,Pr,0.3
59,158, ,Pr,0.2
59,159, ,Pr,0.1
60,124, ,Nd,0.5
60,125, ,Nd,0.6
60,126, ,Nd,1.0
60,127, ,Nd,1.8
60,128, ,Nd,5.0
60,129, ,Nd,4.9
60,130, ,Nd,21.0
60,131, ,Nd,33.0
60,132, ,Nd,94.0
60,133, ,Nd,70.0
60,133,M,Nd,70.0
60,134, ,Nd,510.0
60,135, ,Nd,744.0
60,135,M,Nd,330.0
60,136, ,Nd,3039.0
60,137, ,Nd,2310.0
60,137,M,Nd,1.6
60,138, ,Nd,18144.0
60,139, ,Nd,1782.0
60,139,M,Nd,19800.0
60,140, ,Nd,291168.0
60,141, ,Nd,8952.0
60,141,M,Nd,62.0
60,142, ,Nd,0.0
60,143, ,Nd,0.0
60,144, ,Nd,7.22654e22
60,145, ,Nd,0.0
60,146, ,Nd,0.0
60,147, ,Nd,952128.0
60,148, ,Nd,9.46708e25
60,149, ,Nd,6220.8
60,150, ,Nd,2.1143101e26
60,151, ,Nd,746.4
60,152, ,Nd,684.0
60,153, ,Nd,31.6
60,154, ,Nd,25.9
60,155, ,Nd,8.9
60,156, ,Nd,5.49
60,157, ,Nd,2.5
60,158, ,Nd,0.7
60,159, ,Nd,0.5
60,160, ,Nd,0.3
60,161, ,Nd,0.2
61,126, ,Pm,0.5
61,127, ,Pm,1.0
61,128, ,Pm,1.0
61,129, ,Pm,3.0
61,130, ,Pm,2.6
61,131, ,Pm,6.3
61,132, ,Pm,6.3
61,133, ,Pm,15.0
61,133,M,Pm,10.0
61,134, ,Pm,5.0
61,134,M,Pm,5.0
61,135, ,Pm,49.0
61,135,M,Pm,40.0
61,136, ,Pm,107.00001
61,136,M,Pm,47.0
61,137, ,Pm,120.00001
61,137,M,Pm,144.0
61,138, ,Pm,10.0
61,138,M,Pm,194.4
61,139, ,Pm,249.0
61,139,M,Pm,0.17999999
61,140, ,Pm,9.2
61,140,M,Pm,357.0
61,141, ,Pm,1254.0
61,142, ,Pm,40.5
61,142,M,Pm,0.002
61,143, ,Pm,2.29824e7
61,144, ,Pm,3.1363202e7
61,145, ,Pm,5.5857e8
61,146, ,Pm,1.74528e8
61,147, ,Pm,8.2744e7
61,148, ,Pm,463968.0
61,148,M,Pm,3.56746e6
61,149, ,Pm,191088.0
61,150, ,Pm,9712.8
61,151, ,Pm,102240.0
61,152, ,Pm,247.19998
61,152,M,Pm,451.2
61,152,N,Pm,864.00006
61,153, ,Pm,315.0
61,154, ,Pm,103.799995
61,154,M,Pm,160.8
61,155, ,Pm,41.5
61,156, ,Pm,26.7
61,157, ,Pm,10.559999
61,158, ,Pm,4.8
61,159, ,Pm,3.0
61,160, ,Pm,2.0
61,161, ,Pm,0.7
61,162, ,Pm,0.5
61,163, ,Pm,0.2
62,128, ,Sm,0.5
62,129, ,Sm,0.55
62,130, ,Sm,1.0
62,131, ,Sm,1.2
62,132, ,Sm,4.0
62,133, ,Sm,2.9
62,134, ,Sm,10.0
62,135, ,Sm,10.299999
62,135,M,Sm,2.4
62,136, ,Sm,47.0
62,137, ,Sm,45.0
62,137,M,Sm,20.0
62,138, ,Sm,186.0
62,139, ,Sm,154.20001
62,139,M,Sm,10.700001
62,140, ,Sm,889.2
62,141, ,Sm,612.0
62,141,M,Sm,1356.0
62,142, ,Sm,4349.4
62,143, ,Sm,525.0
62,143,M,Sm,66.0
62,143,N,Sm,0.03
62,144, ,Sm,0.0
62,145, ,Sm,2.9375998e7
62,146, ,Sm,3.15576e15
62,147, ,Sm,3.37659e18
62,148, ,Sm,2.2089801e23
62,149, ,Sm,6.31152e22
62,150, ,Sm,0.0
62,151, ,Sm,2.98844e9
62,152, ,Sm,0.0
62,153, ,Sm,166627.0
62,153,M,Sm,0.0106
62,154, ,Sm,0.0
62,155, ,Sm,1338.0
62,156, ,Sm,33840.0
62,157, ,Sm,481.8
62,158, ,Sm,318.0
62,159, ,Sm,11.37
62,160, ,Sm,9.6
62,161, ,Sm,4.8
62,162, ,Sm,2.4
62,163, ,Sm,1.0
62,164, ,Sm,0.5
62,165, ,Sm,0.2
63,130, ,Eu,0.0011
63,131, ,Eu,0.0178
63,132, ,Eu,0.1
63,133, ,Eu,0.2
63,134, ,Eu,0.5
63,135, ,Eu,1.5
63,136, ,Eu,3.8
63,136,M,Eu,3.8
63,137, ,Eu,8.4
63,138, ,Eu,12.1
63,139, ,Eu,17.9
63,140, ,Eu,1.51
63,140,M,Eu,0.125
63,141, ,Eu,40.7
63,141,M,Eu,2.7
63,142, ,Eu,2.34
63,142,M,Eu,73.38
63,143, ,Eu,155.40001
63,144, ,Eu,10.2
63,145, ,Eu,512352.0
63,146, ,Eu,396576.0
63,147, ,Eu,2.0822401e6
63,148, ,Eu,4.7088e6
63,149, ,Eu,8.0438405e6
63,150, ,Eu,1.14739e9
63,150,M,Eu,46079.996
63,151, ,Eu,0.0
63,152, ,Eu,4.26713e8
63,152,M,Eu,33390.0
63,152,N,Eu,5760.0
63,153, ,Eu,0.0
63,154, ,Eu,2.71421e8
63,154,M,Eu,2784.0
63,155, ,Eu,1.4999e8
63,156, ,Eu,1.31242e6
63,157, ,Eu,54648.0
63,158, ,Eu,2754.0
63,159, ,Eu,1086.0
63,160, ,Eu,38.0
63,161, ,Eu,26.0
63,162, ,Eu,10.599999
63,163, ,Eu,6.0
63,164, ,Eu,2.0
63,165, ,Eu,1.0
63,166, ,Eu,0.4
63,167, ,Eu,0.2
64,134, ,Gd,0.4
64,135, ,Gd,1.1
64,136, ,Gd,1.0
64,137, ,Gd,2.2
64,138, ,Gd,4.7
64,139, ,Gd,5.7
64,139,M,Gd,4.8
64,140, ,Gd,15.8
64,141, ,Gd,14.0
64,141,M,Gd,24.5
64,142, ,Gd,70.2
64,143, ,Gd,39.0
64,143,M,Gd,110.0
64,144, ,Gd,268.19998
64,145, ,Gd,1380.0
64,145,M,Gd,85.0
64,146, ,Gd,4.1705298e6
64,147, ,Gd,137016.0
64,148, ,Gd,2.36677e9
64,149, ,Gd,801791.94
64,150, ,Gd,5.7434802e13
64,151, ,Gd,1.07136e7
64,152, ,Gd,3.40815e21
64,153, ,Gd,2.07792e7
64,154, ,Gd,0.0
64,155, ,Gd,0.0
64,155,M,Gd,0.032
64,156, ,Gd,0.0
64,157, ,Gd,0.0
64,158, ,Gd,0.0
64,159, ,Gd,66524.4
64,160, ,Gd,4.10249e24
64,161, ,Gd,219.6
64,162, ,Gd,504.0
64,163, ,Gd,68.0
64,164, ,Gd,45.0
64,165, ,Gd,10.299999
64,166, ,Gd,4.8
64,167, ,Gd,3.0
64,168, ,Gd,0.3
64,169, ,Gd,1.0
65,136, ,Tb,0.2
65,137, ,Tb,0.6
65,138, ,Tb,0.8
65,139, ,Tb,1.6
65,140, ,Tb,2.4
65,141, ,Tb,3.5
65,141,M,Tb,7.9
65,142, ,Tb,0.597
65,142,M,Tb,0.303
65,143, ,Tb,12.0
65,143,M,Tb,21.0
65,144, ,Tb,1.0
65,144,M,Tb,4.25
65,145, ,Tb,1200.0
65,145,M,Tb,30.9
65,146, ,Tb,8.0
65,146,M,Tb,24.0
65,146,N,Tb,0.0011799999
65,147, ,Tb,5904.0
65,147,M,Tb,109.8
65,148, ,Tb,3600.0
65,148,M,Tb,132.0
65,149, ,Tb,14824.801
65,149,M,Tb,249.6
65,150, ,Tb,12528.0
65,150,M,Tb,348.0
65,151, ,Tb,63392.402
65,151,M,Tb,25.0
65,152, ,Tb,63000.0
65,152,M,Tb,252.0
65,153, ,Tb,202176.0
65,154, ,Tb,77400.0
65,154,M,Tb,33840.0
65,154,N,Tb,81720.0
65,155, ,Tb,459648.0
65,156, ,Tb,446688.0
65,156,M,Tb,87840.01
65,156,N,Tb,18360.0
65,157, ,Tb,3.1242002e9
65,158, ,Tb,5.6802504e9
65,158,M,Tb,10.8
65,159, ,Tb,0.0
65,160, ,Tb,6.24672e6
65,161, ,Tb,595296.0
65,162, ,Tb,456.0
65,163, ,Tb,1170.0
65,164, ,Tb,180.0
65,165, ,Tb,126.600006
65,166, ,Tb,25.599998
65,167, ,Tb,19.0
65,168, ,Tb,8.2
65,169, ,Tb,2.0
65,170, ,Tb,3.0
65,171, ,Tb,0.5
66,138, ,Dy,0.2
66,139, ,Dy,0.6
66,140, ,Dy,0.7
66,141, ,Dy,0.9
66,142, ,Dy,2.3
66,143, ,Dy,5.6
66,143,M,Dy,3.0
66,144, ,Dy,9.1
66,145, ,Dy,9.5
66,145,M,Dy,14.099999
66,146, ,Dy,29.0
66,146,M,Dy,0.15
66,147, ,Dy,40.0
66,147,M,Dy,55.0
66,148, ,Dy,198.0
66,149, ,Dy,252.0
66,149,M,Dy,0.49
66,150, ,Dy,430.2
66,151, ,Dy,1074.0
66,152, ,Dy,8568.0
66,153, ,Dy,23039.998
66,154, ,Dy,9.46708e13
66,155, ,Dy,35640.0
66,156, ,Dy,3.1557601e25
66,157, ,Dy,29303.998
66,157,M,Dy,0.0216
66,158, ,Dy,0.0
66,159, ,Dy,1.24762e7
66,160, ,Dy,0.0
66,161, ,Dy,0.0
66,162, ,Dy,0.0
66,163, ,Dy,0.0
66,164, ,Dy,0.0
66,165, ,Dy,8402.4
66,165,M,Dy,75.42
66,166, ,Dy,293760.0
66,167, ,Dy,372.0
66,168, ,Dy,522.0
66,169, ,Dy,39.0
66,170, ,Dy,30.0
66,171, ,Dy,6.0
66,172, ,Dy,3.0
66,173, ,Dy,2.0
67,140, ,Ho,0.006
67,141, ,Ho,0.0041
67,142, ,Ho,0.4
67,143, ,Ho,0.3
67,144, ,Ho,0.7
67,145, ,Ho,2.4
67,145,M,Ho,0.1
67,146, ,Ho,3.6
67,147, ,Ho,5.8
67,148, ,Ho,2.2
67,148,M,Ho,0.0023599998
67,148,N,Ho,0.00235
67,149, ,Ho,21.099998
67,149,M,Ho,56.0
67,150, ,Ho,76.799995
67,150,M,Ho,23.3
67,151, ,Ho,35.2
67,151,M,Ho,47.199997
67,152, ,Ho,161.8
67,152,M,Ho,50.0
67,153, ,Ho,120.6
67,153,M,Ho,558.0
67,154, ,Ho,705.60004
67,154,M,Ho,186.0
67,155, ,Ho,2880.0
67,156, ,Ho,3360.0
67,156,M,Ho,9.5
67,156,N,Ho,467.99997
67,157, ,Ho,756.0
67,158, ,Ho,678.0
67,158,M,Ho,1680.0
67,158,N,Ho,1278.0
67,159, ,Ho,1983.0
67,159,M,Ho,8.3
67,160, ,Ho,1518.0
67,160,M,Ho,18000.0
67,160,N,Ho,2.9
67,161, ,Ho,8928.0
67,161,M,Ho,6.77
67,162, ,Ho,900.0
67,162,M,Ho,4020.0
67,163, ,Ho,1.44218e11
67,163,M,Ho,1.1
67,164, ,Ho,1716.0
67,164,M,Ho,2256.0
67,165, ,Ho,0.0
67,166, ,Ho,96462.0
67,166,M,Ho,3.5754e10
67,167, ,Ho,11160.001
67,168, ,Ho,179.40001
67,168,M,Ho,132.0
67,169, ,Ho,282.0
67,170, ,Ho,166.8
67,170,M,Ho,43.0
67,171, ,Ho,53.0
67,172, ,Ho,25.0
67,173, ,Ho,10.0
67,174, ,Ho,8.0
67,175, ,Ho,5.0
68,143, ,Er,0.2
68,144, ,Er,0.4
68,145, ,Er,0.9
68,146, ,Er,1.7
68,147, ,Er,2.5
68,147,M,Er,2.5
68,148, ,Er,4.6
68,149, ,Er,4.0
68,149,M,Er,8.9
68,150, ,Er,18.5
68,151, ,Er,23.5
68,151,M,Er,0.58000004
68,152, ,Er,10.299999
68,153, ,Er,37.1
68,154, ,Er,223.79999
68,155, ,Er,318.0
68,156, ,Er,1170.0
68,157, ,Er,1119.0
68,157,M,Er,0.076
68,158, ,Er,8244.0
68,159, ,Er,2160.0
68,160, ,Er,102888.0
68,161, ,Er,11556.0
68,162, ,Er,4.41806e21
68,163, ,Er,4500.0
68,164, ,Er,0.0
68,165, ,Er,37296.0
68,166, ,Er,0.0
68,167, ,Er,0.0
68,167,M,Er,2.27
68,168, ,Er,0.0
68,169, ,Er,810431.94
68,170, ,Er,0.0
68,171, ,Er,27057.6
68,172, ,Er,177480.0
68,173, ,Er,84.0
68,174, ,Er,192.0
68,175, ,Er,72.0
68,176, ,Er,20.0
68,177, ,Er,3.0
69,145, ,Tm,3.1e-6
69,146, ,Tm,0.24000001
69,146,M,Tm,0.072
69,147, ,Tm,0.58000004
69,148, ,Tm,0.7
69,149, ,Tm,0.9
69,150, ,Tm,3.0
69,150,M,Tm,2.2
69,150,N,Tm,0.0052
69,151, ,Tm,4.17
69,151,M,Tm,6.6
69,152, ,Tm,8.0
69,152,M,Tm,5.2
69,153, ,Tm,1.48
69,153,M,Tm,2.5
69,154, ,Tm,8.1
69,154,M,Tm,3.3
69,155, ,Tm,21.6
69,155,M,Tm,45.0
69,156, ,Tm,83.8
69,157, ,Tm,217.8
69,158, ,Tm,238.8
69,159, ,Tm,547.8
69,160, ,Tm,564.0
69,160,M,Tm,74.5
69,161, ,Tm,1812.0
69,161,M,Tm,300.0
69,162, ,Tm,1302.0
69,162,M,Tm,24.300001
69,163, ,Tm,6516.0
69,164, ,Tm,120.00001
69,164,M,Tm,306.0
69,165, ,Tm,108216.0
69,166, ,Tm,27720.0
69,166,M,Tm,0.34
69,167, ,Tm,799200.0
69,168, ,Tm,7.776e6
69,169, ,Tm,0.0
69,170, ,Tm,1.1111e7
69,171, ,Tm,6.048e7
69,172, ,Tm,228959.98
69,173, ,Tm,29664.0
69,174, ,Tm,324.0
69,175, ,Tm,912.0
69,176, ,Tm,111.0
69,177, ,Tm,90.0
69,178, ,Tm,30.0
69,179, ,Tm,20.0
70,148, ,Yb,0.25
70,149, ,Yb,0.7
70,150, ,Yb,0.7
70,151, ,Yb,1.6
70,151,M,Yb,1.6
70,152, ,Yb,3.04
70,153, ,Yb,4.2
70,154, ,Yb,0.409
70,155, ,Yb,1.793
70,156, ,Yb,26.099998
70,157, ,Yb,38.6
70,158, ,Yb,89.399994
70,159, ,Yb,103.2
70,160, ,Yb,288.0
70,161, ,Yb,252.0
70,162, ,Yb,1132.2
70,163, ,Yb,663.0
70,164, ,Yb,4548.0
70,165, ,Yb,594.0
70,166, ,Yb,204120.0
70,167, ,Yb,1050.0
70,168, ,Yb,4.10249e21
70,169, ,Yb,2.76636e6
70,169,M,Yb,46.0
70,170, ,Yb,0.0
70,171, ,Yb,0.0
70,171,M,Yb,0.00525
70,172, ,Yb,0.0
70,173, ,Yb,0.0
70,174, ,Yb,0.0
70,175, ,Yb,361584.0
70,175,M,Yb,0.0682
70,176, ,Yb,0.0
70,176,M,Yb,11.4
70,177, ,Yb,6879.6
70,177,M,Yb,6.41
70,178, ,Yb,4440.0
70,179, ,Yb,480.00003
70,180, ,Yb,144.0
70,181, ,Yb,60.0
71,150, ,Lu,0.046
71,151, ,Lu,0.0806
71,152, ,Lu,0.65
71,153, ,Lu,0.9
71,153,M,Lu,1.0
71,154, ,Lu,1.0
71,154,M,Lu,1.12
71,155, ,Lu,0.0686
71,155,M,Lu,0.138
71,155,N,Lu,0.0027
71,156, ,Lu,0.49400002
71,156,M,Lu,0.198
71,157, ,Lu,6.8
71,157,M,Lu,4.79
71,158, ,Lu,10.599999
71,159, ,Lu,12.1
71,159,M,Lu,10.0
71,160, ,Lu,36.1
71,160,M,Lu,40.0
71,161, ,Lu,77.0
71,161,M,Lu,0.0073
71,162, ,Lu,82.200005
71,162,M,Lu,90.0
71,162,N,Lu,114.0
71,163, ,Lu,238.2
71,164, ,Lu,188.4
71,165, ,Lu,644.39996
71,166, ,Lu,159.0
71,166,M,Lu,84.6
71,166,N,Lu,127.2
71,167, ,Lu,3090.0
71,167,M,Lu,60.0
71,168, ,Lu,330.0
71,168,M,Lu,402.0
71,169, ,Lu,122616.01
71,169,M,Lu,160.0
71,170, ,Lu,173837.0
71,170,M,Lu,0.66999996
71,171, ,Lu,712800.0
71,171,M,Lu,78.0
71,172, ,Lu,578880.0
71,172,M,Lu,222.0
71,173, ,Lu,4.21632e7
71,174, ,Lu,1.1232001e8
71,174,M,Lu,1.22688e7
71,175, ,Lu,0.0
71,176, ,Lu,1.18654e18
71,176,M,Lu,13085.999
71,177, ,Lu,574301.0
71,177,M,Lu,1.38499e7
71,177,N,Lu,419.99997
71,178, ,Lu,1704.0
71,178,M,Lu,1386.0
71,179, ,Lu,16524.0
71,179,M,Lu,0.0030999999
71,180, ,Lu,342.0
71,180,M,Lu,1.0
71,180,N,Lu,0.001
71,181, ,Lu,209.99998
71,182, ,Lu,120.00001
71,183, ,Lu,58.0
71,184, ,Lu,20.0
72,153, ,Hf,0.4
72,153,M,Hf,0.5
72,154, ,Hf,2.0
72,155, ,Hf,0.89
72,156, ,Hf,0.023
72,157, ,Hf,0.114999995
72,158, ,Hf,2.85
72,159, ,Hf,5.2
72,160, ,Hf,13.6
72,161, ,Hf,18.2
72,162, ,Hf,39.4
72,163, ,Hf,40.0
72,164, ,Hf,111.0
72,165, ,Hf,76.0
72,166, ,Hf,406.19998
72,167, ,Hf,123.0
72,168, ,Hf,1557.0
72,169, ,Hf,194.4
72,170, ,Hf,57636.0
72,171, ,Hf,43560.0
72,171,M,Hf,29.5
72,172, ,Hf,5.9011504e7
72,173, ,Hf,86040.0
72,174, ,Hf,6.31152e22
72,175, ,Hf,6.048e6
72,176, ,Hf,0.0
72,177, ,Hf,0.0
72,177,M,Hf,1.08
72,177,N,Hf,3084.0
72,178, ,Hf,0.0
72,178,M,Hf,4.0
72,178,N,Hf,9.7828595e8
72,179, ,Hf,0.0
72,179,M,Hf,18.67
72,179,N,Hf,2.16864e6
72,180, ,Hf,0.0
72,180,M,Hf,19800.0
72,181, ,Hf,3.66163e6
72,182, ,Hf,2.8085699e14
72,182,M,Hf,3690.0
72,183, ,Hf,3841.2002
72,184, ,Hf,14832.0
72,184,M,Hf,48.0
72,185, ,Hf,209.99998
72,186, ,Hf,156.0
72,187, ,Hf,30.0
72,188, ,Hf,20.0
73,155, ,Ta,1.3e-5
73,156, ,Ta,0.14400001
73,156,M,Ta,0.35999998
73,157, ,Ta,0.0101
73,157,M,Ta,0.0043
73,157,N,Ta,0.0017
73,158, ,Ta,0.049000002
73,158,M,Ta,0.036
73,159, ,Ta,1.04
73,159,M,Ta,0.514
73,160, ,Ta,1.7
73,160,M,Ta,1.55
73,161, ,Ta,3.0
73,161,M,Ta,2.89
73,162, ,Ta,3.57
73,163, ,Ta,10.599999
73,164, ,Ta,14.2
73,165, ,Ta,31.0
73,166, ,Ta,34.4
73,167, ,Ta,79.8
73,168, ,Ta,120.00001
73,169, ,Ta,294.0
73,170, ,Ta,405.60004
73,171, ,Ta,1398.0
73,172, ,Ta,2208.0
73,173, ,Ta,11303.999
73,174, ,Ta,4104.0
73,175, ,Ta,37800.0
73,176, ,Ta,29124.0
73,176,M,Ta,0.0011
73,176,N,Ta,0.00097
73,177, ,Ta,203040.0
73,178, ,Ta,558.6
73,178,M,Ta,8496.0
73,178,N,Ta,0.059
73,179, ,Ta,5.08032e7
73,179,M,Ta,0.009
73,179,N,Ta,0.0541
73,180, ,Ta,29087.998
73,180,M,Ta,5.68037e22
73,181, ,Ta,0.0
73,182, ,Ta,9.91008e6
73,182,M,Ta,0.283
73,182,N,Ta,950.39996
73,183, ,Ta,439776.0
73,184, ,Ta,31320.0
73,185, ,Ta,2964.0
73,185,M,Ta,0.001
73,186, ,Ta,630.0
73,187, ,Ta,120.00001
73,188, ,Ta,20.0
73,189, ,Ta,3.0
73,190, ,Ta,0.3
74,158, ,W,0.00137
74,159, ,W,0.0082
74,160, ,W,0.09
74,161, ,W,0.409
74,162, ,W,1.36
74,163, ,W,2.8
74,164, ,W,6.3
74,165, ,W,5.1
74,166, ,W,19.199999
74,167, ,W,19.9
74,168, ,W,51.0
74,169, ,W,76.0
74,170, ,W,145.2
74,171, ,W,142.8
74,172, ,W,396.0
74,173, ,W,456.0
74,174, ,W,1992.0
74,175, ,W,2112.0
74,176, ,W,9000.0
74,177, ,W,7920.0
74,178, ,W,1.86624e6
74,179, ,W,2223.0
74,179,M,W,384.0
74,180, ,W,0.0
74,180,M,W,0.0054699997
74,181, ,W,1.04527e7
74,182, ,W,0.0
74,183, ,W,3.47134e24
74,183,M,W,5.25
74,184, ,W,1.2623e25
74,185, ,W,6.48864e6
74,185,M,W,100.0
74,186, ,W,1.8619e25
74,186,M,W,0.003
74,187, ,W,85860.01
74,188, ,W,6.02899e6
74,189, ,W,642.0
74,190, ,W,1800.0
74,190,M,W,0.0030999999
74,191, ,W,20.0
74,192, ,W,10.0
75,160, ,Re,0.00086000003
75,161, ,Re,0.00037
75,161,M,Re,0.0156
75,162, ,Re,0.10700001
75,162,M,Re,0.077
75,163, ,Re,0.39000002
75,163,M,Re,0.21400002
75,164, ,Re,1.0e-9
75,164,M,Re,0.53000003
75,165, ,Re,1.0
75,165,M,Re,2.1
75,166, ,Re,2.0
75,166,M,Re,2.5
75,167, ,Re,3.4
75,167,M,Re,5.9
75,168, ,Re,4.4
75,169, ,Re,8.1
75,169,M,Re,15.1
75,170, ,Re,9.2
75,171, ,Re,15.2
75,172, ,Re,15.0
75,172,M,Re,55.0
75,173, ,Re,120.00001
75,174, ,Re,144.0
75,175, ,Re,353.4
75,176, ,Re,318.0
75,177, ,Re,839.99994
75,178, ,Re,792.0
75,179, ,Re,1170.0
75,180, ,Re,146.4
75,181, ,Re,71640.0
75,182, ,Re,230399.98
75,182,M,Re,45720.0
75,183, ,Re,6.048e6
75,183,M,Re,0.0010299999
75,184, ,Re,3.05856e6
75,184,M,Re,1.45152e7
75,185, ,Re,0.0
75,186, ,Re,324000.0
75,186,M,Re,5.99582e12
75,187, ,Re,1.36641e18
75,188, ,Re,61218.0
75,188,M,Re,1115.3999
75,189, ,Re,87480.0
75,190, ,Re,186.0
75,190,M,Re,11519.999
75,191, ,Re,582.0
75,192, ,Re,6.2
75,193, ,Re,30.0
75,194, ,Re,2.0
76,162, ,Os,0.00205
76,163, ,Os,0.0055
76,164, ,Os,0.021
76,165, ,Os,0.071
76,166, ,Os,0.216
76,167, ,Os,0.81000006
76,168, ,Os,2.06
76,169, ,Os,3.46
76,170, ,Os,7.46
76,171, ,Os,8.3
76,172, ,Os,19.199999
76,173, ,Os,22.4
76,174, ,Os,44.0
76,175, ,Os,84.0
76,176, ,Os,216.00002
76,177, ,Os,180.0
76,178, ,Os,300.0
76,179, ,Os,390.0
76,180, ,Os,1290.0
76,181, ,Os,6300.0
76,181,M,Os,162.0
76,182, ,Os,78624.0
76,183, ,Os,46800.0
76,183,M,Os,35640.0
76,184, ,Os,1.7672301e21
76,185, ,Os,8.1043195e6
76,186, ,Os,6.31152e22
76,187, ,Os,0.0
76,188, ,Os,0.0
76,189, ,Os,0.0
76,189,M,Os,20916.0
76,190, ,Os,0.0
76,190,M,Os,594.0
76,191, ,Os,1.32192e6
76,191,M,Os,47160.0
76,192, ,Os,0.0
76,192,M,Os,5.9
76,193, ,Os,108396.01
76,194, ,Os,1.89342e8
76,195, ,Os,390.0
76,196, ,Os,2094.0
77,164, ,Ir,0.001
77,164,M,Ir,9.3999995e-5
77,165, ,Ir,1.0e-6
77,166, ,Ir,0.0105
77,166,M,Ir,0.0150999995
77,167, ,Ir,0.0352
77,167,M,Ir,0.03
77,168, ,Ir,0.161
77,168,M,Ir,0.125
77,169, ,Ir,0.353
77,169,M,Ir,0.308
77,170, ,Ir,0.91
77,170,M,Ir,0.44
77,171, ,Ir,3.6
77,171,M,Ir,1.4
77,172, ,Ir,4.4
77,172,M,Ir,2.0
77,173, ,Ir,9.0
77,173,M,Ir,2.2
77,174, ,Ir,7.9
77,174,M,Ir,4.9
77,175, ,Ir,9.0
77,176, ,Ir,8.3
77,177, ,Ir,30.0
77,178, ,Ir,12.0
77,179, ,Ir,79.0
77,180, ,Ir,90.0
77,181, ,Ir,294.0
77,182, ,Ir,900.0
77,183, ,Ir,3480.0
77,184, ,Ir,11124.001
77,185, ,Ir,51840.0
77,186, ,Ir,59904.0
77,186,M,Ir,6912.0
77,187, ,Ir,37800.0
77,187,M,Ir,0.030299999
77,188, ,Ir,149400.0
77,188,M,Ir,0.0042
77,189, ,Ir,1.14048e6
77,189,M,Ir,0.013300001
77,189,N,Ir,0.0037
77,190, ,Ir,1.0368e6
77,190,M,Ir,4032.0
77,190,N,Ir,11113.2
77,191, ,Ir,0.0
77,191,M,Ir,4.9
77,191,N,Ir,5.5
77,192, ,Ir,6.37822e6
77,192,M,Ir,86.4
77,192,N,Ir,7.60522e9
77,193, ,Ir,0.0
77,193,M,Ir,909792.06
77,194, ,Ir,69480.0
77,194,M,Ir,0.03183
77,194,N,Ir,1.47744e7
77,195, ,Ir,9000.0
77,195,M,Ir,13680.0
77,196, ,Ir,52.0
77,196,M,Ir,5040.0
77,197, ,Ir,348.0
77,197,M,Ir,534.0
77,198, ,Ir,8.0
77,199, ,Ir,20.0
78,166, ,Pt,0.0003
78,167, ,Pt,0.0007
78,168, ,Pt,0.002
78,169, ,Pt,0.0037
78,170, ,Pt,0.0138
78,171, ,Pt,0.044
78,172, ,Pt,0.098400004
78,173, ,Pt,0.365
78,174, ,Pt,0.88900006
78,175, ,Pt,2.53
78,176, ,Pt,6.33
78,177, ,Pt,10.599999
78,178, ,Pt,21.099998
78,179, ,Pt,21.199999
78,180, ,Pt,56.0
78,181, ,Pt,52.0
78,182, ,Pt,132.0
78,183, ,Pt,390.0
78,183,M,Pt,43.0
78,184, ,Pt,1038.0
78,184,M,Pt,0.00101
78,185, ,Pt,4254.0
78,185,M,Pt,1980.0
78,186, ,Pt,7488.0
78,187, ,Pt,8460.0
78,188, ,Pt,881280.06
78,189, ,Pt,39132.0
78,190, ,Pt,2.0511999e19
78,191, ,Pt,242092.98
78,192, ,Pt,0.0
78,193, ,Pt,1.57788e9
78,193,M,Pt,374976.0
78,194, ,Pt,0.0
78,195, ,Pt,0.0
78,195,M,Pt,354240.0
78,196, ,Pt,0.0
78,197, ,Pt,71609.4
78,197,M,Pt,5718.0
78,198, ,Pt,0.0
78,199, ,Pt,1848.0
78,199,M,Pt,13.6
78,200, ,Pt,45000.0
78,201, ,Pt,150.0
78,202, ,Pt,158400.0
79,169, ,Au,0.00015
79,170, ,Au,0.00031
79,170,M,Au,0.00063
79,171, ,Au,1.7e-5
79,171,M,Au,0.001014
79,172, ,Au,0.0047
79,173, ,Au,0.025
79,173,M,Au,0.014199999
79,174, ,Au,0.139
79,174,M,Au,0.171
79,175, ,Au,0.1
79,175,M,Au,0.15599999
79,176, ,Au,1.08
79,176,M,Au,0.86
